depto,mupio,sector,c02act,c02a01
9,1,89,4,1
9,1,89,5,2
9,1,89,6,2
9,1,89,7,2
9,1,89,8,2
9,3,1,1,2
9,3,1,2,2
9,3,1,3,2
9,3,1,4,2
9,3,1,5,2
9,3,1,6,2
9,3,1,7,2
9,3,1,8,2
9,3,6,1,2
9,3,6,2,1
9,3,6,3,2
9,3,6,4,1
9,3,6,5,2
9,3,6,6,2
9,3,6,7,2
9,3,6,8,2
9,4,30,1,1
9,4,30,2,2
9,4,30,3,2
9,4,30,4,1
9,4,30,5,2
9,4,30,6,2
9,4,30,7,2
9,4,30,8,2
9,4,34,1,1
9,4,34,2,1
9,4,34,3,1
9,4,34,4,1
9,4,34,5,2
9,4,34,6,2
9,4,34,7,2
9,4,34,8,2
9,5,5,1,1
9,5,5,2,2
9,5,5,3,1
9,5,5,4,1
9,5,5,5,2
9,5,5,6,2
9,5,5,7,2
9,5,5,8,2
9,7,2,1,2
9,7,2,2,1
9,7,2,3,2
9,7,2,4,1
9,7,2,5,2
9,7,2,6,2
9,7,2,7,2
9,7,2,8,2
9,9,28,1,2
9,9,28,2,1
9,9,28,3,2
9,9,28,4,1
9,9,28,5,2
9,9,28,6,2
9,9,28,7,2
9,9,28,8,2
9,11,6,1,1
9,11,6,2,1
9,11,6,3,2
9,11,6,4,1
9,11,6,5,2
9,11,6,6,2
9,11,6,7,2
9,11,6,8,2
9,11,10,1,2
9,11,10,2,1
9,11,10,3,2
9,11,10,4,1
9,11,10,5,2
9,11,10,6,2
9,11,10,7,2
9,11,10,8,2
9,12,2,1,1
9,12,2,2,2
9,12,2,3,2
9,12,2,4,2
9,12,2,5,2
9,12,2,6,2
9,12,2,7,2
9,12,2,8,2
9,12,15,1,2
9,12,15,2,2
9,12,15,3,2
9,12,15,4,1
9,12,15,5,2
9,12,15,6,2
9,12,15,7,2
9,12,15,8,2
9,13,7,1,1
9,13,7,2,2
9,13,7,3,2
9,13,7,4,2
9,13,7,5,1
9,13,7,6,2
9,13,7,7,2
9,13,7,8,2
9,14,1,1,1
9,14,1,2,2
9,14,1,3,1
9,14,1,4,1
9,14,1,5,1
9,14,1,6,2
9,14,1,7,2
9,14,1,8,2
9,17,2,1,2
9,17,2,2,2
9,17,2,3,2
9,17,2,4,1
9,17,2,5,2
9,17,2,6,2
9,17,2,7,2
9,17,2,8,2
9,20,25,1,2
9,20,25,2,1
9,20,25,3,1
9,20,25,4,2
9,20,25,5,2
9,20,25,6,2
9,20,25,7,2
9,20,25,8,2
9,20,67,1,2
9,20,67,2,1
9,20,67,3,1
9,20,67,4,1
9,20,67,5,2
9,20,67,6,2
9,20,67,7,2
9,20,67,8,2
9,20,68,1,2
9,20,68,2,1
9,20,68,3,1
9,20,68,4,2
9,20,68,5,2
9,20,68,6,2
9,20,68,7,2
9,20,68,8,2
9,21,18,1,1
9,21,18,2,1
9,21,18,3,1
9,21,18,4,1
9,21,18,5,2
9,21,18,6,2
9,21,18,7,2
9,21,18,8,2
9,23,4,1,2
9,23,4,2,1
9,23,4,3,1
9,23,4,4,1
9,23,4,5,2
9,23,4,6,2
9,23,4,7,2
9,23,4,8,2
10,1,26,1,1
10,1,26,2,2
10,1,26,3,2
10,1,26,4,2
10,1,26,5,2
10,1,26,6,2
10,1,26,7,2
10,1,26,8,2
10,1,36,1,1
10,1,36,2,1
10,1,36,3,1
10,1,36,4,1
10,1,36,5,2
10,1,36,6,2
10,1,36,7,2
10,1,36,8,2
10,2,20,1,2
10,2,20,2,1
10,2,20,3,2
10,2,20,4,1
10,2,20,5,2
10,2,20,6,2
10,2,20,7,2
10,2,20,8,2
10,2,25,1,2
10,2,25,2,1
10,2,25,3,1
10,2,25,4,1
10,2,25,5,2
10,2,25,6,2
10,2,25,7,2
10,2,25,8,2
10,2,36,1,2
10,2,36,2,1
10,2,36,3,1
10,2,36,4,1
10,2,36,5,1
10,2,36,6,2
10,2,36,7,2
10,2,36,8,2
10,6,26,1,1
10,6,26,2,1
10,6,26,3,1
10,6,26,4,1
10,6,26,5,2
10,6,26,6,2
10,6,26,7,2
10,6,26,8,2
10,10,12,1,1
10,10,12,2,2
10,10,12,3,2
10,10,12,4,1
10,10,12,5,2
10,10,12,6,2
10,10,12,7,2
10,10,12,8,2
10,10,13,1,2
10,10,13,2,1
10,10,13,3,1
10,10,13,4,1
10,10,13,5,2
10,10,13,6,2
10,10,13,7,2
10,10,13,8,2
10,14,7,1,2
10,14,7,2,1
10,14,7,3,2
10,14,7,4,1
10,14,7,5,2
10,14,7,6,2
10,14,7,7,2
10,14,7,8,2
10,14,16,1,2
10,14,16,2,1
10,14,16,3,2
10,14,16,4,2
10,14,16,5,2
10,14,16,6,2
10,14,16,7,2
10,14,16,8,2
10,14,27,1,2
10,14,27,2,1
10,14,27,3,2
10,14,27,4,1
10,14,27,5,2
10,14,27,6,2
10,14,27,7,2
10,14,27,8,2
10,17,6,1,2
10,17,6,2,1
10,17,6,3,1
10,17,6,4,1
10,17,6,5,2
10,17,6,6,2
10,17,6,7,2
10,17,6,8,2
10,20,3,1,1
10,20,3,2,1
10,20,3,3,2
10,20,3,4,2
10,20,3,5,2
10,20,3,6,2
10,20,3,7,2
10,20,3,8,2
11,1,57,1,2
11,1,57,2,1
11,1,57,3,1
11,1,57,4,2
11,1,57,5,2
11,1,57,6,2
11,1,57,7,2
11,1,57,8,2
11,8,1,1,1
11,8,1,2,1
11,8,1,3,2
11,8,1,4,2
11,8,1,5,1
11,8,1,6,2
11,8,1,7,2
11,8,1,8,2
11,9,6,1,2
11,9,6,2,1
11,9,6,3,2
11,9,6,4,1
11,9,6,5,2
11,9,6,6,2
11,9,6,7,2
11,9,6,8,2
11,9,8,1,2
11,9,8,2,1
11,9,8,3,1
11,9,8,4,1
11,9,8,5,2
11,9,8,6,2
11,9,8,7,2
11,9,8,8,2
12,1,8,1,1
12,1,8,2,1
12,1,8,3,1
12,1,8,4,2
12,1,8,5,2
12,1,8,6,2
12,1,8,7,2
12,1,8,8,2
12,1,12,1,2
12,1,12,2,1
12,1,12,3,2
12,1,12,4,2
12,1,12,5,2
12,1,12,6,2
12,1,12,7,2
12,1,12,8,2
12,1,17,1,2
12,1,17,2,1
12,1,17,3,2
12,1,17,4,2
12,1,17,5,2
12,1,17,6,2
12,1,17,7,2
12,1,17,8,1
12,2,18,1,2
12,2,18,2,1
12,2,18,3,2
12,2,18,4,2
12,2,18,5,2
12,2,18,6,2
12,2,18,7,2
12,2,18,8,2
12,2,60,1,1
12,2,60,2,2
12,2,60,3,1
12,2,60,4,1
12,2,60,5,2
12,2,60,6,2
12,2,60,7,2
12,2,60,8,2
12,3,4,1,2
12,3,4,2,1
12,3,4,3,1
12,3,4,4,1
12,3,4,5,2
12,3,4,6,2
12,3,4,7,2
12,3,4,8,2
12,4,34,1,2
12,4,34,2,1
12,4,34,3,1
12,4,34,4,1
12,4,34,5,2
12,4,34,6,2
12,4,34,7,2
12,4,34,8,2
12,5,17,1,2
12,5,17,2,1
12,5,17,3,2
12,5,17,4,1
12,5,17,5,2
12,5,17,6,2
12,5,17,7,2
12,5,17,8,2
12,6,6,1,2
12,6,6,2,1
12,6,6,3,1
12,6,6,4,1
12,6,6,5,2
12,6,6,6,2
12,6,6,7,2
12,6,6,8,2
12,6,27,1,1
12,6,27,2,1
12,6,27,3,2
12,6,27,4,1
12,6,27,5,2
12,6,27,6,2
12,6,27,7,2
12,6,27,8,2
12,6,32,1,1
12,6,32,2,2
12,6,32,3,1
12,6,32,4,1
12,6,32,5,2
12,6,32,6,2
12,6,32,7,2
12,6,32,8,2
12,6,43,1,2
12,6,43,2,1
12,6,43,3,1
12,6,43,4,1
12,6,43,5,2
12,6,43,6,2
12,6,43,7,2
12,6,43,8,2
12,7,24,1,2
12,7,24,2,2
12,7,24,3,1
12,7,24,4,1
12,7,24,5,2
12,7,24,6,2
12,7,24,7,2
12,7,24,8,2
12,7,29,1,2
12,7,69,1,2
12,7,69,2,2
12,7,69,3,1
12,7,69,4,1
12,7,69,5,2
12,7,69,6,2
12,7,69,7,2
12,7,69,8,2
12,9,16,1,2
12,9,16,2,2
12,9,16,3,1
12,9,16,4,1
12,9,16,5,2
12,9,16,6,2
12,9,16,7,2
12,9,16,8,2
12,10,2,1,2
12,10,2,2,1
12,10,2,3,1
12,10,2,4,2
12,10,2,5,2
12,10,2,6,2
12,10,2,7,2
12,10,2,8,2
12,10,19,1,1
12,10,19,2,1
12,10,19,3,2
12,10,19,4,2
12,10,19,5,2
12,10,19,6,2
12,10,19,7,2
12,10,19,8,2
12,14,5,1,1
12,14,5,2,1
12,14,5,3,2
12,14,5,4,1
12,14,5,5,2
12,14,5,6,2
12,14,5,7,2
12,14,5,8,2
12,14,15,1,2
12,14,15,2,1
12,14,15,3,2
12,14,15,4,1
12,14,15,5,2
12,14,15,6,2
12,14,15,7,2
12,14,15,8,2
12,15,15,1,2
12,15,15,2,1
12,15,15,3,2
12,15,15,4,2
12,15,15,5,2
12,15,15,6,2
12,15,15,7,2
12,15,15,8,1
12,18,10,1,1
12,18,10,2,1
12,18,10,3,2
12,18,10,4,2
12,18,10,5,1
12,18,10,6,2
12,18,10,7,2
12,18,10,8,2
12,18,19,1,1
12,18,19,2,1
12,18,19,3,2
12,18,19,4,2
12,18,19,5,1
12,18,19,6,2
12,18,19,7,2
12,18,19,8,2
12,28,2,1,2
12,28,2,2,1
12,28,2,3,1
12,28,2,4,2
12,28,2,5,2
12,28,2,6,2
12,28,2,7,2
12,28,2,8,2
13,1,8,1,1
13,1,8,2,1
13,1,8,3,2
13,1,8,4,2
13,1,8,5,2
13,1,8,6,2
13,1,8,7,2
13,1,8,8,2
13,1,9,1,1
13,1,9,2,1
13,1,9,3,2
13,1,9,4,2
13,1,9,5,2
13,1,9,6,2
13,1,9,7,2
13,1,9,8,2
13,1,11,1,1
13,1,11,2,1
13,1,11,3,2
13,1,11,4,2
13,1,11,5,2
13,1,11,6,2
13,1,11,7,2
13,1,11,8,2
13,1,15,1,2
13,1,15,2,1
13,1,15,3,1
13,1,15,4,1
13,1,15,5,2
13,1,15,6,2
13,1,15,7,2
13,1,15,8,2
13,1,52,1,1
13,1,52,2,2
13,1,52,3,1
13,1,52,4,1
13,1,52,5,1
13,1,52,6,2
13,1,52,7,2
13,1,52,8,2
13,1,74,1,2
13,1,74,2,2
13,1,74,3,1
13,1,74,4,1
13,1,74,5,2
13,1,74,6,2
13,1,74,7,2
13,1,74,8,2
13,2,3,1,2
13,2,3,2,1
13,2,3,3,1
13,2,3,4,2
13,2,3,5,2
13,2,3,6,2
13,2,3,7,2
13,2,3,8,2
13,2,9,1,2
13,2,9,2,2
13,2,9,3,1
13,2,9,4,1
13,2,9,5,2
13,2,9,6,2
13,2,9,7,2
13,2,9,8,2
13,2,10,1,2
13,2,10,2,2
13,2,10,3,1
13,2,10,4,2
13,2,10,5,2
13,2,10,6,2
13,2,10,7,2
13,2,10,8,2
13,2,21,1,1
13,2,21,2,1
13,2,21,3,1
13,2,21,4,1
13,2,21,5,2
13,2,21,6,2
13,2,21,7,2
13,2,21,8,2
13,2,25,1,1
13,2,25,2,1
13,2,25,3,1
13,2,25,4,1
13,2,25,5,2
13,2,25,6,2
13,2,25,7,2
13,2,25,8,2
13,2,40,1,2
13,2,40,2,1
13,2,40,3,1
13,2,40,4,2
13,2,40,5,2
13,2,40,6,2
13,2,40,7,2
13,2,40,8,2
13,3,7,1,1
13,3,7,2,1
13,3,7,3,1
13,3,7,4,1
13,3,7,5,2
13,3,7,6,2
13,3,7,7,2
13,3,7,8,2
13,4,29,1,2
13,4,29,2,1
13,4,29,3,1
13,4,29,4,1
13,4,29,5,2
13,4,29,6,2
13,4,29,7,2
13,4,29,8,2
13,4,40,1,2
13,4,40,2,2
13,4,40,3,2
13,4,40,4,1
13,4,40,5,2
13,4,40,6,2
13,4,40,7,2
13,4,40,8,2
13,4,55,1,1
13,4,55,2,2
13,4,55,3,2
13,4,55,4,1
13,4,55,5,2
13,4,55,6,2
13,4,55,7,2
13,4,55,8,2
13,5,9,1,1
13,5,9,2,1
13,5,9,3,1
13,5,9,4,1
13,5,9,5,2
13,5,9,6,2
13,5,9,7,2
13,5,9,8,2
13,5,10,1,2
13,5,10,2,1
13,5,10,3,1
13,5,10,4,1
13,5,10,5,2
13,5,10,6,2
13,5,10,7,2
13,5,10,8,2
13,5,12,1,1
13,5,12,2,2
13,5,12,3,1
13,5,12,4,1
13,5,12,5,2
13,5,12,6,2
13,5,12,7,2
13,5,12,8,2
13,5,26,1,1
13,5,26,2,1
13,5,26,3,1
13,5,26,4,1
13,5,26,5,1
13,5,26,6,2
13,5,26,7,2
13,5,26,8,2
13,6,9,1,2
13,6,9,2,2
13,6,9,3,1
13,6,9,4,1
13,6,9,5,2
13,6,9,6,2
13,6,9,7,2
13,6,9,8,2
13,6,14,1,2
13,6,14,2,1
13,6,14,3,1
13,6,14,4,1
13,6,14,5,2
13,6,14,6,2
13,6,14,7,2
13,6,14,8,2
13,7,17,1,2
13,7,17,2,1
13,7,17,3,2
13,7,17,4,1
13,7,17,5,2
13,7,17,6,2
13,7,17,7,2
13,7,17,8,2
13,7,22,1,2
13,7,22,2,1
13,7,22,3,1
13,7,22,4,2
13,7,22,5,2
13,7,22,6,2
13,7,22,7,2
13,7,22,8,2
13,7,28,1,1
13,7,28,2,2
13,7,28,3,1
13,7,28,4,1
13,7,28,5,2
13,7,28,6,2
13,7,28,7,2
13,7,28,8,2
13,8,15,1,2
13,8,15,2,1
13,8,15,3,1
13,8,15,4,1
13,8,15,5,2
13,8,15,6,2
13,8,15,7,2
13,8,15,8,2
13,8,24,1,1
13,8,24,2,2
13,8,24,3,1
13,8,24,4,1
13,8,24,5,2
13,8,24,6,2
13,8,24,7,2
13,8,24,8,2
13,8,30,1,2
13,8,30,2,1
13,8,30,3,1
13,8,30,4,1
13,8,30,5,2
13,8,30,6,2
13,8,30,7,2
13,8,30,8,2
13,9,17,1,1
13,9,17,2,2
13,9,17,3,1
13,9,17,4,1
13,9,17,5,2
13,9,17,6,2
13,9,17,7,2
13,9,17,8,2
13,10,16,1,2
13,10,16,2,1
13,10,16,3,2
13,10,16,4,1
13,10,16,5,2
13,10,16,6,2
13,10,16,7,2
13,10,16,8,2
13,12,9,1,1
13,12,9,2,1
13,12,9,3,2
13,12,9,4,2
13,12,9,5,2
13,12,9,6,2
13,12,9,7,2
13,12,9,8,2
13,12,28,1,2
13,12,28,2,1
13,12,28,3,1
13,12,28,4,1
13,12,28,5,1
13,12,28,6,2
13,12,28,7,2
13,12,28,8,2
13,13,4,1,2
13,13,4,2,1
13,13,4,3,2
13,13,4,4,1
13,13,4,5,2
13,13,4,6,2
13,13,4,7,2
13,13,4,8,2
13,13,9,1,2
13,13,9,2,1
13,13,9,3,2
13,13,9,4,1
13,13,9,5,2
13,13,9,6,2
13,13,9,7,2
13,13,9,8,2
13,13,11,1,2
13,13,11,2,1
13,13,11,3,2
13,13,11,4,1
13,13,11,5,2
13,13,11,6,2
13,13,11,7,2
13,13,11,8,2
13,15,6,1,2
13,15,6,2,1
13,15,6,3,1
13,15,6,4,1
13,15,6,5,2
13,15,6,6,2
13,15,6,7,2
13,15,6,8,2
13,15,17,1,2
13,15,17,2,1
13,15,17,3,1
13,15,17,4,1
13,15,17,5,2
13,15,17,6,2
13,15,17,7,2
13,15,17,8,2
13,15,21,1,2
13,15,21,2,1
13,15,21,3,2
13,15,21,4,1
13,15,21,5,2
13,15,21,6,2
13,15,21,7,2
13,15,21,8,2
13,16,17,1,2
13,16,17,2,1
13,16,17,3,2
13,16,17,4,1
13,16,17,5,1
13,16,17,6,2
13,16,17,7,2
13,16,17,8,2
13,16,19,1,2
13,16,19,2,1
13,16,19,3,2
13,16,19,4,1
13,16,19,5,1
13,16,19,6,2
13,16,19,7,2
13,16,19,8,2
13,16,21,1,2
13,16,21,2,1
13,16,21,3,2
13,16,21,4,1
13,16,21,5,1
13,16,21,6,2
13,16,21,7,2
13,16,21,8,2
13,17,28,1,2
13,17,28,2,2
13,17,28,3,1
13,17,28,4,1
13,17,28,5,2
13,17,28,6,2
13,17,28,7,2
13,17,28,8,2
13,18,4,1,1
13,18,4,2,1
13,18,4,3,2
13,18,4,4,2
13,18,4,5,2
13,18,4,6,2
13,18,4,7,2
13,18,4,8,2
13,18,5,1,2
13,18,5,2,1
13,18,5,3,1
13,18,5,4,2
13,18,5,5,2
13,18,5,6,2
13,18,5,7,2
13,18,5,8,2
13,18,9,1,1
13,18,9,2,2
13,18,9,3,2
13,18,9,4,1
13,18,9,5,2
13,18,9,6,2
13,18,9,7,2
13,18,9,8,2
13,18,10,1,1
13,18,10,2,2
13,18,10,3,2
13,18,10,4,1
13,18,10,5,2
13,18,10,6,2
13,18,10,7,2
13,18,10,8,2
13,18,17,1,2
13,18,17,2,2
13,18,17,3,1
13,18,17,4,1
13,18,17,5,2
13,18,17,6,2
13,18,17,7,2
13,18,17,8,2
13,20,1,1,2
13,20,1,2,2
13,20,1,3,2
13,20,1,4,1
13,20,1,5,2
13,20,1,6,2
13,20,1,7,2
13,20,1,8,2
13,20,13,1,2
13,20,13,2,1
13,20,13,3,2
13,20,13,4,1
13,20,13,5,2
13,20,13,6,2
13,20,13,7,2
13,20,13,8,2
13,21,2,1,2
13,21,2,2,2
13,21,2,3,1
13,21,2,4,1
13,21,2,5,2
13,21,2,6,2
13,21,2,7,2
13,21,2,8,2
13,22,2,1,1
13,22,2,2,1
13,22,2,3,1
13,22,2,4,1
13,22,2,5,2
13,22,2,6,2
13,22,2,7,2
13,22,2,8,2
13,22,7,1,2
13,22,7,2,1
13,22,7,3,2
13,22,7,4,1
13,22,7,5,2
13,22,7,6,2
13,22,7,7,2
13,22,7,8,2
13,24,1,1,2
13,24,1,2,1
13,24,1,3,1
13,24,1,4,1
13,24,1,5,2
13,24,1,6,2
13,24,1,7,2
13,24,1,8,2
13,24,4,1,2
13,24,4,2,1
13,24,4,3,1
13,24,4,4,1
13,24,4,5,2
13,24,4,6,2
13,24,4,7,2
13,24,4,8,2
13,24,5,1,2
13,24,5,2,1
13,24,5,3,1
13,24,5,4,1
13,24,5,5,2
13,24,5,6,2
13,24,5,7,2
13,24,5,8,2
13,26,28,1,1
13,26,28,2,2
13,26,28,3,2
13,26,28,4,1
13,26,28,5,2
13,26,28,6,2
13,26,28,7,2
13,26,28,8,2
13,26,33,1,2
13,26,33,2,1
13,26,33,3,2
13,26,33,4,1
13,26,33,5,1
13,26,33,6,2
13,26,33,7,2
13,26,33,8,2
13,26,41,1,1
13,26,41,2,2
13,26,41,3,2
13,26,41,4,1
13,26,41,5,2
13,26,41,6,2
13,26,41,7,2
13,26,41,8,2
13,26,46,1,2
13,26,46,2,1
13,26,46,3,1
13,26,46,4,1
13,26,46,5,2
13,26,46,6,2
13,26,46,7,2
13,26,46,8,2
13,26,47,1,1
13,26,47,2,2
13,26,47,3,1
13,26,47,4,1
13,26,47,5,2
13,26,47,6,2
13,26,47,7,2
13,26,47,8,2
13,26,49,1,2
13,26,49,2,2
13,26,49,3,1
13,26,49,4,1
13,26,49,5,2
13,26,49,6,2
13,26,49,7,2
13,26,49,8,2
13,27,9,1,2
13,27,9,2,2
13,27,9,3,2
13,27,9,4,1
13,27,9,5,2
13,27,9,6,2
13,27,9,7,2
13,27,9,8,2
13,27,26,1,2
13,27,26,2,1
13,27,26,3,1
13,27,26,4,2
13,27,26,5,2
13,27,26,6,2
13,27,26,7,2
13,27,26,8,2
13,30,8,1,2
13,30,8,2,2
13,30,8,3,1
13,30,8,4,1
13,30,8,5,2
13,30,8,6,2
13,30,8,7,2
13,30,8,8,2
13,30,11,1,2
13,30,11,2,1
13,30,11,3,2
13,30,11,4,1
13,30,11,5,2
13,30,11,6,2
13,30,11,7,2
13,30,11,8,2
13,31,6,1,2
13,31,6,2,1
13,31,6,3,1
13,31,6,4,1
13,31,6,5,1
13,31,6,6,2
13,31,6,7,2
13,31,6,8,2
14,1,14,1,1
14,1,14,2,1
14,1,14,3,2
14,1,14,4,2
14,1,14,5,2
14,1,14,6,2
14,1,14,7,2
14,1,14,8,2
14,1,27,1,1
14,1,27,2,1
14,1,27,3,2
14,1,27,4,1
14,1,27,5,2
14,1,27,6,2
14,1,27,7,2
14,1,27,8,2
14,1,50,1,2
14,1,50,2,1
14,1,50,3,2
14,1,50,4,1
14,1,50,5,2
14,1,50,6,2
14,1,50,7,2
14,1,50,8,2
14,1,60,1,2
14,1,60,2,1
14,1,60,3,2
14,1,60,4,1
14,1,60,5,2
14,1,60,6,2
14,1,60,7,2
14,1,60,8,2
14,1,72,1,2
14,1,72,2,1
14,1,72,3,2
14,1,72,4,1
14,1,72,5,2
14,1,72,6,2
14,1,72,7,2
14,1,72,8,2
14,2,9,1,2
14,2,9,2,1
14,2,9,3,2
14,2,9,4,1
14,2,9,5,2
14,2,9,6,2
14,2,9,7,2
14,2,9,8,2
14,3,1,1,1
14,3,1,2,1
14,3,1,3,2
14,3,1,4,2
14,3,1,5,2
14,3,1,6,2
14,3,1,7,2
14,3,1,8,2
14,4,1,1,1
14,4,1,2,1
14,4,1,3,2
14,4,1,4,1
14,4,1,5,2
14,4,1,6,2
14,4,1,7,2
14,4,1,8,2
14,4,7,1,2
14,4,7,2,1
14,4,7,3,2
14,4,7,4,1
14,4,7,5,2
14,4,7,6,2
14,4,7,7,2
14,4,7,8,2
14,6,3,1,1
14,6,3,2,1
14,6,3,3,2
14,6,3,4,2
14,6,3,5,2
14,6,3,6,2
14,6,3,7,2
14,6,3,8,2
14,6,27,1,2
14,6,27,2,1
14,6,27,3,2
14,6,27,4,1
14,6,27,5,2
14,6,27,6,2
14,6,27,7,2
14,6,27,8,2
14,6,57,1,2
14,6,57,2,1
14,6,57,3,2
14,6,57,4,1
14,6,57,5,2
14,6,57,6,2
14,6,57,7,2
14,6,57,8,2
14,6,60,1,1
14,6,60,2,2
14,6,60,3,2
14,6,60,4,1
14,6,60,5,2
14,6,60,6,2
14,6,60,7,2
14,6,60,8,2
14,6,85,1,1
14,6,85,2,2
14,6,85,3,2
14,6,85,4,1
14,6,85,5,2
14,6,85,6,2
14,6,85,7,2
14,6,85,8,2
14,6,100,1,2
14,6,100,2,1
14,6,100,3,2
14,6,100,4,1
14,6,100,5,2
14,6,100,6,2
14,6,100,7,2
14,6,100,8,2
14,11,2,1,2
14,11,2,2,1
14,11,2,3,2
14,11,2,4,1
14,11,2,5,2
14,11,2,6,2
14,11,2,7,2
14,11,2,8,2
14,11,7,1,2
14,11,7,2,2
14,11,7,3,1
14,11,7,4,1
14,11,7,5,2
14,11,7,6,2
14,11,7,7,2
14,11,7,8,2
14,12,3,1,2
14,12,3,2,1
14,12,3,3,2
14,12,3,4,1
14,12,3,5,2
14,12,3,6,2
14,12,3,7,2
14,12,3,8,1
14,13,11,1,2
14,13,11,2,1
14,13,11,3,2
14,13,11,4,1
14,13,11,5,2
14,13,11,6,2
14,13,11,7,2
14,13,11,8,2
14,13,21,1,1
14,13,21,2,2
14,13,21,3,2
14,13,21,4,1
14,13,21,5,2
14,13,21,6,2
14,13,21,7,2
14,13,21,8,2
14,13,22,1,2
14,13,22,2,2
14,13,22,3,1
14,13,22,4,1
14,13,22,5,2
14,13,22,6,2
14,13,22,7,2
14,13,22,8,2
14,13,27,1,2
14,13,27,2,2
14,13,27,3,1
14,13,27,4,1
14,13,27,5,2
14,13,27,6,2
14,13,27,7,2
14,13,27,8,2
14,14,3,1,2
14,14,3,2,1
14,14,3,3,2
14,14,3,4,1
14,14,3,5,2
14,14,3,6,2
14,14,3,7,2
14,14,3,8,2
14,15,9,1,2
14,15,9,2,1
14,15,9,3,2
14,15,9,4,1
14,15,9,5,2
14,15,9,6,2
14,15,9,7,2
14,15,9,8,2
14,16,5,1,2
14,16,5,2,2
14,16,5,3,2
14,16,5,4,1
14,16,5,5,2
14,16,5,6,2
14,16,5,7,2
14,16,5,8,2
14,16,28,1,2
14,16,28,2,1
14,16,28,3,2
14,16,28,4,1
14,16,28,5,2
14,16,28,6,2
14,16,28,7,2
14,16,28,8,2
14,19,3,1,1
14,19,3,2,2
14,19,3,3,2
14,19,3,4,1
14,19,3,5,2
14,19,3,6,2
14,19,3,7,2
14,19,3,8,2
15,1,5,1,1
15,1,5,2,1
15,1,5,3,2
15,1,5,4,2
15,1,5,5,2
15,1,5,6,2
15,1,5,7,2
15,1,5,8,2
15,1,9,1,1
15,1,9,2,1
15,1,9,3,2
15,1,9,4,2
15,1,9,5,2
15,1,9,6,2
15,1,9,7,2
15,1,9,8,2
15,1,37,1,2
15,1,37,2,1
15,1,37,3,2
15,1,37,4,2
15,1,37,5,2
15,1,37,6,2
15,1,37,7,2
15,1,37,8,2
15,2,16,1,2
15,2,16,2,1
15,2,16,3,1
15,2,16,4,1
