depto,mupio,sector,c02act,c02a01
15,2,16,5,2
15,2,16,6,2
15,2,16,7,2
15,2,16,8,2
15,3,2,1,1
15,3,2,2,2
15,3,2,3,2
15,3,2,4,1
15,3,2,5,2
15,3,2,6,2
15,3,2,7,2
15,3,2,8,2
15,3,7,1,1
15,3,7,2,1
15,3,7,3,2
15,3,7,4,2
15,3,7,5,2
15,3,7,6,2
15,3,7,7,2
15,3,7,8,2
15,3,23,1,2
15,3,23,2,1
15,3,23,3,2
15,3,23,4,1
15,3,23,5,2
15,3,23,6,2
15,3,23,7,2
15,3,23,8,2
15,3,25,1,2
15,3,25,2,1
15,3,25,3,2
15,3,25,4,1
15,3,25,5,2
15,3,25,6,2
15,3,25,7,2
15,3,25,8,2
15,4,1,1,2
15,4,1,2,2
15,4,1,3,2
15,4,1,4,2
15,4,1,5,2
15,4,1,6,2
15,4,1,7,2
15,4,1,8,1
15,4,13,1,2
15,4,13,2,1
15,4,13,3,1
15,4,13,4,1
15,4,13,5,2
15,4,13,6,2
15,4,13,7,2
15,4,13,8,2
15,5,2,1,2
15,5,2,2,1
15,5,2,3,2
15,5,2,4,1
15,5,2,5,2
15,5,2,6,2
15,5,2,7,2
15,5,2,8,2
15,5,5,1,1
15,5,5,2,2
15,5,5,3,2
15,5,5,4,1
15,5,5,5,2
15,5,5,6,2
15,5,5,7,2
15,5,5,8,2
15,6,2,1,2
15,6,2,2,1
15,6,2,3,2
15,6,2,4,2
15,6,2,5,2
15,6,2,6,2
15,6,2,7,2
15,6,2,8,2
15,6,2,1,1
15,6,2,2,2
15,6,2,3,2
15,6,2,4,1
15,6,2,5,2
15,6,2,6,2
15,6,2,7,2
15,6,2,8,2
15,7,1,1,1
15,7,1,2,2
15,7,1,3,2
15,7,1,4,2
15,7,1,5,2
15,7,1,6,2
15,7,1,7,2
15,7,1,8,2
15,7,3,1,1
15,7,3,2,1
15,7,3,3,2
15,7,3,4,1
15,7,3,5,2
15,7,3,6,2
15,7,3,7,2
15,7,3,8,2
15,7,10,1,1
15,7,10,2,1
15,7,10,3,2
15,7,10,4,2
15,7,10,5,2
15,7,10,6,2
15,7,10,7,2
15,7,10,8,2
15,8,5,1,2
15,8,5,2,1
15,8,5,3,2
15,8,5,4,1
15,8,5,5,2
15,8,5,6,2
15,8,5,7,2
15,8,5,8,2
15,8,25,1,2
15,8,25,2,2
15,8,25,3,1
15,8,25,4,1
15,8,25,5,1
15,8,25,6,2
15,8,25,7,2
15,8,25,8,2
16,1,1,1,1
16,1,1,2,1
16,1,1,3,2
16,1,1,4,2
16,1,1,5,2
16,1,1,6,2
16,1,1,7,1
16,1,1,8,2
16,1,5,1,1
16,1,5,2,2
16,1,5,3,2
16,1,5,4,2
16,1,5,5,2
16,1,5,6,2
16,1,5,7,2
16,1,5,8,2
16,1,6,1,1
16,1,6,2,1
16,1,6,3,2
16,1,6,4,2
16,1,6,5,1
16,1,6,6,2
16,1,6,7,2
16,1,6,8,2
16,1,8,1,1
16,1,8,2,2
16,1,8,3,2
16,1,8,4,1
16,1,8,5,2
16,1,8,6,2
16,1,8,7,2
16,1,8,8,2
16,1,16,1,1
16,1,16,2,1
16,1,16,3,2
16,1,16,4,2
16,1,16,5,2
16,1,16,6,2
16,1,16,7,2
16,1,16,8,2
16,1,25,1,1
16,1,25,2,1
16,1,25,3,2
16,1,25,4,1
16,1,25,5,2
16,1,25,6,2
16,1,25,7,2
16,1,25,8,2
16,1,28,1,1
16,1,28,2,1
16,1,28,3,2
16,1,28,4,2
16,1,28,5,2
16,1,28,6,2
16,1,28,7,2
16,1,28,8,2
16,1,30,1,1
16,1,30,2,2
16,1,30,3,2
16,1,30,4,2
16,1,30,5,2
16,1,30,6,2
16,1,30,7,2
16,1,30,8,2
16,1,33,1,2
16,1,33,2,1
16,1,33,3,2
16,1,33,4,2
16,1,33,5,2
16,1,33,6,2
16,1,33,7,2
16,1,33,8,2
16,1,63,1,2
16,1,63,2,1
16,1,63,3,2
16,1,63,4,1
16,1,63,5,2
16,1,63,6,2
16,1,63,7,2
16,1,63,8,2
16,1,98,1,2
16,1,98,2,1
16,1,98,3,2
16,1,98,4,1
16,1,98,5,2
16,1,98,6,2
16,1,98,7,2
16,1,98,8,2
16,1,100,1,2
16,1,100,2,1
16,1,100,3,1
16,1,100,4,1
16,1,100,5,2
16,1,100,6,2
16,1,100,7,2
16,1,100,8,2
16,1,102,1,1
16,1,102,2,2
16,1,102,3,2
16,1,102,4,2
16,1,102,5,2
16,1,102,6,2
16,1,102,7,2
16,1,102,8,2
16,3,2,1,1
16,3,2,2,1
16,3,2,3,2
16,3,2,4,2
16,3,2,5,2
16,3,2,6,2
16,3,2,7,2
16,3,2,8,2
16,3,7,1,1
16,3,7,2,1
16,3,7,3,1
16,3,7,4,1
16,3,7,5,2
16,3,7,6,2
16,3,7,7,2
16,3,7,8,2
16,3,14,1,2
16,3,14,2,1
16,3,14,3,2
16,3,14,4,2
16,3,14,5,2
16,3,14,6,2
16,3,14,7,2
16,3,14,8,2
16,3,16,1,2
16,3,16,2,1
16,3,16,3,1
16,3,16,4,1
16,3,16,5,2
16,3,16,6,2
16,3,16,7,2
16,3,16,8,2
16,3,19,1,2
16,3,19,2,1
16,3,19,3,1
16,3,19,4,1
16,3,19,5,2
16,3,19,6,2
16,3,19,7,2
16,3,19,8,2
16,3,31,1,2
16,3,31,2,1
16,3,31,3,1
16,3,31,4,1
16,3,31,5,2
16,3,31,6,2
16,3,31,7,2
16,3,31,8,2
16,5,6,1,1
16,5,6,2,2
16,5,6,3,2
16,5,6,4,1
16,5,6,5,2
16,5,6,6,2
16,5,6,7,2
16,5,6,8,2
16,6,1,1,2
16,6,1,2,1
16,6,1,3,2
16,6,1,4,2
16,6,1,5,2
16,6,1,6,2
16,6,1,7,2
16,6,1,8,2
16,6,4,1,2
16,6,4,2,1
16,6,4,3,2
16,6,4,4,2
16,6,4,5,2
16,6,4,6,2
16,6,4,7,2
16,6,4,8,2
16,6,9,1,2
16,6,9,2,1
16,6,9,3,2
16,6,9,4,2
16,6,9,5,2
16,6,9,6,2
16,6,9,7,2
16,6,9,8,2
16,7,1,1,2
16,7,1,2,1
16,7,1,3,2
16,7,1,4,1
16,7,1,5,2
16,7,1,6,2
16,7,1,7,2
16,7,1,8,2
16,7,28,1,2
16,7,28,2,1
16,7,28,3,2
16,7,28,4,1
16,7,28,5,2
16,7,28,6,2
16,7,28,7,2
16,7,28,8,2
16,7,40,1,1
16,7,40,2,2
16,7,40,3,2
16,7,40,4,1
16,7,40,5,2
16,7,40,6,2
16,7,40,7,2
16,7,40,8,2
16,7,67,1,2
16,7,67,2,1
16,7,67,3,2
16,7,67,4,2
16,7,67,5,2
16,7,67,6,2
16,7,67,7,2
16,7,67,8,2
16,8,11,1,1
16,8,11,2,2
16,8,11,3,2
16,8,11,4,1
16,8,11,5,2
16,8,11,6,2
16,8,11,7,2
16,8,11,8,2
16,8,18,1,2
16,8,18,2,1
16,8,18,3,2
16,8,18,4,1
16,8,18,5,2
16,8,18,6,2
16,8,18,7,2
16,8,18,8,2
16,8,19,1,2
16,8,19,2,2
16,8,19,3,2
16,8,19,4,1
16,8,19,5,2
16,8,19,6,2
16,8,19,7,2
16,8,19,8,2
16,8,28,1,1
16,8,28,2,2
16,8,28,3,2
16,8,28,4,1
16,8,28,5,2
16,8,28,6,2
16,8,28,7,2
16,8,28,8,2
16,8,38,1,2
16,8,38,2,2
16,8,38,3,2
16,8,38,4,1
16,8,38,5,2
16,8,38,6,2
16,8,38,7,2
16,8,38,8,2
16,9,1,1,1
16,9,1,2,2
16,9,1,3,2
16,9,1,4,2
16,9,1,5,2
16,9,1,6,2
16,9,1,7,2
16,9,1,8,2
16,9,3,1,1
16,9,3,2,2
16,9,3,3,2
16,9,3,4,2
16,9,3,5,2
16,9,3,6,2
16,9,3,7,2
16,9,3,8,2
16,9,53,1,2
16,9,53,2,1
16,9,53,3,2
16,9,53,4,1
16,9,53,5,2
16,9,53,6,2
16,9,53,7,2
16,9,53,8,2
16,9,67,1,2
16,9,67,2,1
16,9,67,3,2
16,9,67,4,1
16,9,67,5,2
16,9,67,6,2
16,9,67,7,2
16,9,67,8,2
16,9,73,1,2
16,9,73,2,1
16,9,73,3,2
16,9,73,4,1
16,9,73,5,2
16,9,73,6,2
16,9,73,7,2
16,9,73,8,2
16,9,110,1,2
16,9,110,2,2
16,9,110,3,2
16,9,110,4,1
16,9,110,5,2
16,9,110,6,2
16,9,110,7,2
16,9,110,8,2
16,10,3,1,1
16,10,3,2,1
16,10,3,3,1
16,10,3,4,1
16,10,3,5,2
16,10,3,6,2
16,10,3,7,2
16,10,3,8,2
16,11,3,1,2
16,11,3,2,2
16,11,3,3,2
16,11,3,4,1
16,11,3,5,2
16,11,3,6,2
16,11,3,7,2
16,11,3,8,2
16,12,3,1,2
16,12,3,2,1
16,12,3,3,2
16,12,3,4,1
16,12,3,5,2
16,12,3,6,2
16,12,3,7,2
16,12,3,8,2
16,12,14,1,2
16,12,14,2,1
16,12,14,3,2
16,12,14,4,1
16,12,14,5,2
16,12,14,6,2
16,12,14,7,2
16,12,14,8,2
16,13,27,1,2
16,13,27,2,2
16,13,27,3,2
16,13,27,4,1
16,13,27,5,2
16,13,27,6,2
16,13,27,7,2
16,13,27,8,2
16,13,33,1,2
16,13,33,2,1
16,13,33,3,2
16,13,33,4,1
16,13,33,5,2
16,13,33,6,2
16,13,33,7,2
16,13,33,8,2
17,1,2,1,1
17,1,2,2,2
17,1,2,3,2
17,1,2,4,2
17,1,2,5,1
17,1,2,6,2
17,1,2,7,2
17,1,2,8,2
17,1,9,1,1
17,1,9,2,2
17,1,9,3,2
17,1,9,4,2
17,1,9,5,2
17,1,9,6,2
17,1,9,7,2
17,1,9,8,2
17,1,20,1,1
17,1,20,2,1
17,1,20,3,2
17,1,20,4,2
17,1,20,5,2
17,1,20,6,2
17,1,20,7,2
17,1,20,8,2
17,1,23,1,1
17,1,23,2,2
17,1,23,3,2
17,1,23,4,2
17,1,23,5,2
17,1,23,6,2
17,1,23,7,2
17,1,23,8,1
17,3,23,1,1
17,3,23,2,1
17,3,23,3,2
17,3,23,4,2
17,3,23,5,2
17,3,23,6,2
17,3,23,7,2
17,3,23,8,2
17,4,10,1,2
17,4,10,2,1
17,4,10,3,2
17,4,10,4,1
17,4,10,5,2
17,4,10,6,2
17,4,10,7,2
17,4,10,8,2
17,4,16,1,2
17,4,16,2,2
17,4,16,3,2
17,4,16,4,1
17,4,16,5,1
17,4,16,6,2
17,4,16,7,2
17,4,16,8,2
17,5,9,1,2
17,5,9,2,1
17,5,9,3,1
17,5,9,4,1
17,5,9,5,2
17,5,9,6,2
17,5,9,7,2
17,5,9,8,2
17,5,17,1,1
17,5,17,2,2
17,5,17,3,1
17,5,17,4,1
17,5,17,5,2
17,5,17,6,2
17,5,17,7,2
17,5,17,8,2
17,5,31,1,1
17,5,31,2,1
17,5,31,3,1
17,5,31,4,1
17,5,31,5,2
17,5,31,6,2
17,5,31,7,2
17,5,31,8,2
17,5,36,1,2
17,5,36,2,1
17,5,36,3,2
17,5,36,4,1
17,5,36,5,1
17,5,36,6,2
17,5,36,7,2
17,5,36,8,2
17,5,41,1,1
17,5,41,2,2
17,5,41,3,2
17,5,41,4,1
17,5,41,5,2
17,5,41,6,2
17,5,41,7,2
17,5,41,8,2
17,5,49,1,1
17,5,49,2,1
17,5,49,3,1
17,5,49,4,1
17,5,49,5,2
17,5,49,6,2
17,5,49,7,2
17,5,49,8,2
17,5,53,1,2
17,5,53,2,1
17,5,53,3,1
17,5,53,4,1
17,5,53,5,2
17,5,53,6,2
17,5,53,7,2
17,5,53,8,2
17,5,58,1,2
17,5,58,2,1
17,5,58,3,1
17,5,58,4,1
17,5,58,5,2
17,5,58,6,2
17,5,58,7,2
17,5,58,8,2
17,5,62,1,1
17,5,62,2,2
17,5,62,3,1
17,5,62,4,1
17,5,62,5,2
17,5,62,6,2
17,5,62,7,2
17,5,62,8,2
17,6,1,1,2
17,6,1,2,1
17,6,1,3,1
17,6,1,4,2
17,6,1,5,2
17,6,1,6,2
17,6,1,7,2
17,6,1,8,2
17,6,3,1,1
17,6,3,2,1
17,6,3,3,2
17,6,3,4,2
17,6,3,5,2
17,6,3,6,2
17,6,3,7,2
17,6,3,8,2
17,7,2,1,2
17,7,2,2,1
17,7,2,3,2
17,7,2,4,2
17,7,2,5,2
17,7,2,6,2
17,7,2,7,2
17,7,2,8,2
17,7,5,1,2
17,7,5,2,1
17,7,5,3,2
17,7,5,4,2
17,7,5,5,2
17,7,5,6,2
17,7,5,7,2
17,7,5,8,2
17,8,16,1,2
17,8,16,2,1
17,8,16,3,1
17,8,16,4,1
17,8,16,5,1
17,8,16,6,2
17,8,16,7,2
17,8,16,8,2
17,8,25,1,1
17,8,25,2,2
17,8,25,3,1
17,8,25,4,2
17,8,25,5,2
17,8,25,6,2
17,8,25,7,2
17,8,25,8,2
17,8,27,1,2
17,8,27,2,1
17,8,27,3,1
17,8,27,4,1
17,8,27,5,2
17,8,27,6,2
17,8,27,7,2
17,8,27,8,2
17,8,35,1,2
17,8,35,2,1
17,8,35,3,1
17,8,35,4,1
17,8,35,5,1
17,8,35,6,2
17,8,35,7,2
17,8,35,8,2
17,9,14,1,2
17,9,14,2,1
17,9,14,3,2
17,9,14,4,1
17,9,14,5,2
17,9,14,6,2
17,9,14,7,2
17,9,14,8,2
17,9,33,1,2
17,9,33,2,1
17,9,33,3,2
17,9,33,4,1
17,9,33,5,2
17,9,33,6,2
17,9,33,7,2
17,9,33,8,2
17,10,2,1,2
17,10,2,2,1
17,10,2,3,2
17,10,2,4,2
17,10,2,5,2
17,10,2,6,2
17,10,2,7,2
17,10,2,8,2
17,10,8,1,1
17,10,8,2,2
17,10,8,3,1
17,10,8,4,1
17,10,8,5,2
17,10,8,6,2
17,10,8,7,2
17,10,8,8,2
17,10,21,1,1
17,10,21,2,2
17,10,21,3,1
17,10,21,4,1
17,10,21,5,1
17,10,21,6,2
17,10,21,7,2
17,10,21,8,2
17,10,31,1,1
17,10,31,2,2
17,10,31,3,2
17,10,31,4,1
17,10,31,5,2
17,10,31,6,2
17,10,31,7,2
17,10,31,8,2
17,11,4,1,2
17,11,4,2,1
17,11,4,3,2
17,11,4,4,2
17,11,4,5,2
17,11,4,6,2
17,11,4,7,2
17,11,4,8,2
17,11,7,1,1
17,11,7,2,1
17,11,7,3,1
17,11,7,4,1
17,11,7,5,1
17,11,7,6,2
17,11,7,7,2
17,11,7,8,2
17,11,13,1,2
17,11,13,2,1
17,11,13,3,1
17,11,13,4,2
17,11,13,5,2
17,11,13,6,2
17,11,13,7,2
17,11,13,8,2
17,12,12,1,1
17,12,12,2,1
17,12,12,3,1
17,12,12,4,2
17,12,12,5,2
17,12,12,6,2
17,12,12,7,1
17,12,12,8,2
18,1,6,1,1
18,1,6,2,1
18,1,6,3,2
18,1,6,4,2
18,1,6,5,1
18,1,6,6,2
18,1,6,7,2
18,1,6,8,2
18,1,11,1,1
18,1,11,2,2
18,1,11,3,2
18,1,11,4,2
18,1,11,5,2
18,1,11,6,2
18,1,11,7,2
18,1,11,8,2
18,1,22,1,1
18,1,22,2,1
18,1,22,3,2
18,1,22,4,2
18,1,22,5,2
18,1,22,6,1
18,1,22,7,2
18,1,22,8,2
18,1,28,1,2
18,1,28,2,1
18,1,28,3,2
18,1,28,4,2
18,1,28,5,2
18,1,28,6,1
18,1,28,7,2
18,1,28,8,2
18,1,31,1,2
18,1,31,2,1
18,1,31,3,2
18,1,31,4,2
18,1,31,5,2
18,1,31,6,2
18,1,31,7,2
18,1,31,8,2
18,1,49,1,2
18,1,49,2,1
18,1,49,3,1
18,1,49,4,1
18,1,49,5,2
18,1,49,6,2
18,1,49,7,2
18,1,49,8,2
18,1,50,1,2
18,1,50,2,2
18,1,50,3,2
18,1,50,4,2
18,1,50,5,1
18,1,50,6,2
18,1,50,7,2
18,1,50,8,2
18,1,85,1,2
18,1,85,2,1
18,1,85,3,2
18,1,85,4,2
18,1,85,5,2
18,1,85,6,2
18,1,85,7,2
18,1,85,8,2
18,2,3,1,1
18,2,3,2,2
18,2,3,3,2
18,2,3,4,2
18,2,3,5,2
18,2,3,6,2
18,2,3,7,2
18,2,3,8,2
18,2,17,1,2
18,2,17,2,1
18,2,17,3,2
18,2,17,4,2
18,2,17,5,2
18,2,17,6,2
18,2,17,7,2
18,2,17,8,2
18,2,44,1,2
18,2,44,2,2
18,2,44,3,1
18,2,44,4,1
18,2,44,5,1
18,2,44,6,2
18,2,44,7,2
18,2,44,8,2
18,3,1,1,2
18,3,1,2,1
18,3,1,3,2
18,3,1,4,2
18,3,1,5,2
18,3,1,6,2
18,3,1,7,2
18,3,1,8,2
18,3,5,1,1
18,3,5,2,2
18,3,5,3,2
18,3,5,4,2
18,3,5,5,2
18,3,5,6,2
18,3,5,7,2
18,3,5,8,2
18,3,9,1,2
18,3,9,2,1
18,3,9,3,2
18,3,9,4,2
18,3,9,5,2
18,3,9,6,2
18,3,9,7,2
18,3,9,8,2
18,4,5,1,1
18,4,5,2,1
18,4,5,3,1
18,4,5,4,2
18,4,5,5,2
18,4,5,6,2
18,4,5,7,2
18,4,5,8,2
18,4,32,1,2
18,4,32,2,1
18,4,32,3,1
18,4,32,4,1
18,4,32,5,1
18,4,32,6,2
18,4,32,7,2
18,4,32,8,2
18,4,33,1,2
18,4,33,2,1
18,4,33,3,1
18,4,33,4,2
18,4,33,5,2
18,4,33,6,2
18,4,33,7,2
18,4,33,8,2
18,5,2,1,1
18,5,2,2,2
18,5,2,3,2
18,5,2,4,2
18,5,2,5,2
18,5,2,6,2
18,5,2,7,2
18,5,2,8,2
18,5,11,1,2
18,5,11,2,1
18,5,11,3,1
18,5,11,4,2
18,5,11,5,2
18,5,11,6,2
18,5,11,7,2
18,5,11,8,2
18,5,59,1,2
18,5,59,2,1
18,5,59,3,2
18,5,59,4,2
18,5,59,5,2
18,5,59,6,2
18,5,59,7,2
18,5,59,8,2
19,1,2,1,2
19,1,2,2,2
19,1,2,3,2
19,1,2,4,2
19,1,2,5,2
19,1,2,6,2
19,1,2,7,2
19,1,2,8,1
19,1,5,1,1
19,1,5,2,2
19,1,5,3,2
19,1,5,4,2
19,1,5,5,2
19,1,5,6,2
19,1,5,7,2
19,1,5,8,2
19,1,24,1,1
19,1,24,2,2
19,1,24,3,2
19,1,24,4,2
19,1,24,5,2
19,1,24,6,2
19,1,24,7,2
19,1,24,8,1
19,1,30,1,2
19,1,30,2,1
19,1,30,3,1
19,1,30,4,2
19,1,30,5,2
19,1,30,6,2
19,1,30,7,2
19,1,30,8,2
19,1,58,1,2
19,1,58,2,1
19,1,58,3,1
19,1,58,4,1
19,1,58,5,2
19,1,58,6,2
19,1,58,7,2
19,1,58,8,2
19,4,5,1,1
19,4,5,2,1
19,4,5,3,2
19,4,5,4,2
19,4,5,5,1
19,4,5,6,1
19,4,5,7,2
19,4,5,8,2
19,4,21,1,2
19,4,21,2,1
19,4,21,3,2
19,4,21,4,2
19,4,21,5,2
19,4,21,6,2
19,4,21,7,2
19,4,21,8,2
19,9,2,1,1
19,9,2,2,2
19,9,2,3,2
19,9,2,4,2
19,9,2,5,2
19,9,2,6,2
19,9,2,7,2
19,9,2,8,2
20,1,6,1,2
20,1,6,2,1
20,1,6,3,2
20,1,6,4,1
20,1,6,5,2
20,1,6,6,2
20,1,6,7,2
20,1,6,8,2
20,1,60,1,1
20,1,60,2,2
20,1,60,3,2
20,1,60,4,2
20,1,60,5,2
20,1,60,6,2
20,1,60,7,2
20,1,60,8,2
20,4,1,1,2
20,4,1,2,2
20,4,1,3,2
20,4,1,4,2
20,4,1,5,2
20,4,1,6,2
20,4,1,7,2
20,4,1,8,1
20,5,3,1,2
20,5,3,2,1
20,5,3,3,1
20,5,3,4,2
20,5,3,5,2
20,5,3,6,2
20,5,3,7,2
20,5,3,8,2
20,7,9,1,1
20,7,9,2,1
20,7,9,3,2
20,7,9,4,1
20,7,9,5,2
20,7,9,6,2
20,7,9,7,2
20,7,9,8,2
20,7,23,1,1
20,7,23,2,1
20,7,23,3,2
20,7,23,4,2
20,7,23,5,2
20,7,23,6,2
20,7,23,7,2
20,7,23,8,2
21,1,6,1,1
21,1,6,2,1
21,1,6,3,1
21,1,6,4,2
21,1,6,5,2
21,1,6,6,2
21,1,6,7,1
21,1,6,8,2
21,1,14,1,2
21,1,14,2,2
21,1,14,3,1
21,1,14,4,2
21,1,14,5,2
21,1,14,6,2
21,1,14,7,2
21,1,14,8,2
21,1,19,1,1
21,1,19,2,2
21,1,19,3,2
21,1,19,4,2
21,1,19,5,2
21,1,19,6,2
21,1,19,7,2
21,1,19,8,2
21,1,26,1,2
21,1,26,2,1
21,1,26,3,1
21,1,26,4,1
21,1,26,5,2
21,1,26,6,2
21,1,26,7,2
21,1,26,8,2
21,1,30,1,2
21,1,30,2,1
21,1,30,3,2
21,1,30,4,1
21,1,30,5,2
21,1,30,6,2
21,1,30,7,2
21,1,30,8,2
21,1,39,1,2
21,1,39,2,1
21,1,39,3,1
21,1,39,4,1
21,1,39,5,2
21,1,39,6,2
21,1,39,7,2
21,1,39,8,2
21,1,44,1,2
21,1,44,2,1
21,1,44,3,1
21,1,44,4,1
21,1,44,5,1
21,1,44,6,2
21,1,44,7,2
21,1,44,8,2
21,1,52,1,1
21,1,52,2,1
21,1,52,3,1
21,1,52,4,2
21,1,52,5,2
21,1,52,6,2
21,1,52,7,2
21,1,52,8,2
21,1,68,1,1
21,1,68,2,2
21,1,68,3,1
21,1,68,4,1
21,1,68,5,2
21,1,68,6,2
21,1,68,7,2
21,1,68,8,2
21,1,92,1,2
21,1,92,2,1
21,1,92,3,1
21,1,92,4,1
21,1,92,5,2
21,1,92,6,2
21,1,92,7,2
21,1,92,8,2
21,2,16,1,2
21,2,16,2,1
21,2,16,3,1
21,2,16,4,1
21,2,16,5,2
21,2,16,6,2
21,2,16,7,2
21,2,16,8,2
21,2,22,1,2
21,2,22,2,2
21,2,22,3,1
21,2,22,4,1
21,2,22,5,2
21,2,22,6,2
21,2,22,7,2
21,2,22,8,2
21,2,35,1,2
21,2,35,2,2
21,2,35,3,2
21,2,35,4,1
21,2,35,5,2
21,2,35,6,2
21,2,35,7,2
21,2,35,8,2
21,3,1,1,2
21,3,1,2,1
21,3,1,3,2
21,3,1,4,2
21,3,1,5,2
21,3,1,6,2
21,3,1,7,2
21,3,1,8,2
21,3,13,1,2
21,3,13,2,1
21,3,13,3,1
21,3,13,4,1
21,3,13,5,2
21,3,13,6,2
21,3,13,7,2
21,3,13,8,2
21,3,22,1,2
21,3,22,2,1
21,3,22,3,1
21,3,22,4,1
21,3,22,5,1
21,3,22,6,2
21,3,22,7,2
21,3,22,8,2
21,5,1,1,1
21,5,1,2,1
21,5,1,3,1
21,5,1,4,1
21,5,1,5,1
21,5,1,6,2
21,5,1,7,2
21,5,1,8,2
21,5,7,1,2
21,5,7,2,1
21,5,7,3,1
21,5,7,4,1
21,5,7,5,1
21,5,7,6,2
21,5,7,7,2
21,5,7,8,2
21,7,3,1,1
21,7,3,2,1
21,7,3,3,1
21,7,3,4,1
21,7,3,5,2
21,7,3,6,2
21,7,3,7,2
21,7,3,8,2
22,1,11,1,2
22,1,11,2,1
22,1,11,3,2
22,1,11,4,2
22,1,11,5,2
22,1,11,6,2
22,1,11,7,2
22,1,11,8,2
22,1,25,1,2
22,1,25,2,1
22,1,25,3,1
22,1,25,4,1
22,1,25,5,2
22,1,25,6,2
22,1,25,7,2
22,1,25,8,2
22,1,47,1,2
22,1,47,2,1
22,1,47,3,1
22,1,47,4,1
22,1,47,5,2
22,1,47,6,2
22,1,47,7,2
22,1,47,8,2
22,1,60,1,1
22,1,60,2,2
22,1,60,3,2
22,1,60,4,1
22,1,60,5,2
22,1,60,6,2
22,1,60,7,2
22,1,60,8,2
22,1,75,1,2
22,1,75,2,1
22,1,75,3,1
22,1,75,4,2
22,1,75,5,2
22,1,75,6,2
22,1,75,7,2
22,1,75,8,2
22,1,89,1,2
22,1,89,2,1
22,1,89,3,1
22,1,89,4,1
22,1,89,5,2
22,1,89,6,2
22,1,89,7,2
22,1,89,8,2
22,1,111,1,2
22,1,111,2,1
22,1,111,3,2
22,1,111,4,2
22,1,111,5,2
22,1,111,6,2
22,1,111,7,2
22,1,111,8,2
22,2,4,1,1
22,2,4,2,1
22,2,4,3,1
22,2,4,4,2
22,2,4,5,2
22,2,4,6,2
22,2,4,7,2
22,2,4,8,2
22,3,27,1,2
22,3,27,2,1
22,3,27,3,2
22,3,27,4,1
22,3,27,5,2
22,3,27,6,2
22,3,27,7,2
22,3,27,8,2
22,6,1,1,2
22,6,1,2,1
22,6,1,3,1
22,6,1,4,1
22,6,1,5,2
22,6,1,6,2
22,6,1,7,2
22,6,1,8,2
22,11,7,1,2
22,11,7,2,1
22,11,7,3,1
22,11,7,4,1
22,11,7,5,2
22,11,7,6,2
22,11,7,7,2
22,11,7,8,2
22,11,8,1,2
22,11,8,2,1
22,11,8,3,2
22,11,8,4,1
22,11,8,5,2
22,11,8,6,2
22,11,8,7,2
22,11,8,8,2
22,13,4,1,2
22,13,4,2,1
22,13,4,3,2
22,13,4,4,2
22,13,4,5,2
22,13,4,6,2
22,13,4,7,2
22,13,4,8,2
